Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Location,Magnitude,Magnitude Scale,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths
Natural,Hydrological,Flood,Riverine flood,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Bandar-e abbas district (Hormozgan province), Yazd, Esfahan provinces",44880.0,Km2,32.427908,53.688046,2002,4.0,14.0,2002,4.0,16.0,11.0
Natural,Hydrological,Flood,Riverine flood,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Afar, Oromia, Somali region",282500.0,Km2,9.145,40.489673,2002,4.0,16.0,2002,4.0,21.0,22.0
Natural,Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,"Sumba Timur, Sumba Barat districts (Nusatenggara Timur province)",4900.0,Km2,-0.789275,113.921327,2002,4.0,17.0,2002,4.0,20.0,19.0
Natural,Hydrological,Flood,Riverine flood,AFG,Afghanistan,Southern Asia,Asia,"Qala-e-Naw, Abkamari districts (Badghis province)",3650.0,Km2,33.93911,67.709953,2002,4.0,23.0,2002,4.0,26.0,7.0
Natural,Hydrological,Flood,Riverine flood,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Kyela district (Mbeya province), Geita district (Geita province)",50.0,Km2,-6.369028,34.888822,2002,4.0,26.0,2002,5.0,28.0,9.0
Natural,Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,Kolaka district (Sulawesi Tenggara province),2.0,Km2,-0.789275,113.921327,2002,5.0,,2002,5.0,,
Natural,Hydrological,Flood,Riverine flood,PRY,Paraguay,Latin America and the Caribbean,Americas,Neembucu province,20250.0,Km2,-23.442503,-58.443832,2002,5.0,6.0,2002,5.0,28.0,
Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,Hunan Sheng province,156100.0,Km2,35.86166,104.195397,2002,5.0,22.0,2002,5.0,29.0,
Natural,Hydrological,Flood,Riverine flood,COL,Colombia,Latin America and the Caribbean,Americas,"Antioquia, Bolivar, Boyaca, Caldas, Caqueta, Casanare, Cauca, Cesar, Choco, Cordoba, Cundinamarca, Huila, Meta, Nariño, Norte De Santander, Putumayo, Quindío, Risaralda, Santander, Sucre, Tolima, Valle Del Cauca provinces",483000.0,Km2,4.570868,-74.297333,2002,4.0,24.0,2002,4.0,29.0,37.0
Natural,Hydrological,Flood,Riverine flood,CHL,Chile,Latin America and the Caribbean,Americas,"Metropolitana, Atacama, Coquimbo, Valparaiso, Libertador Gral. Bernardo O'higgins, Maule, Bio Bio, Araucania provinces",166900.0,Km2,-35.675147,-71.542969,2002,5.0,24.0,2002,6.0,5.0,14.0
Natural,Hydrological,Flood,Riverine flood,COL,Colombia,Latin America and the Caribbean,Americas,"Antioquia, Bolivar, Cesar, Cundinamarca, Choco, Santander, Casanare, Tolima provinces",369950.0,Km2,4.570868,-74.297333,2002,6.0,4.0,2002,6.0,13.0,28.0
Natural,Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,"Tuokexun Xian area (Turfan district, Xinjiang Uygur Zizhiqu province), Tuoli Xian area (Tacheng district, Xinjiang Uygur Zizhiqu province), Nileke Xian area (Ili Kazakh district, Xinjiang Uygur Zizhiqu province)",124900.0,Km2,35.86166,104.195397,2002,5.0,23.0,2002,6.0,22.0,22.0
Natural,Hydrological,Flood,Flash flood,CHN,China,Eastern Asia,Asia,"Foping Xian, Yang Xian, Ningshan Xian, Chang'an Xian, Hubei Sheng, Chongqing Shi, Guizhou Sheng, Fujian Sheng, Jiangxi Sheng, Hunan Sheng, Guangxi Zhuangzu Zizhiqu, Yunnan Sheng provinces, Suining Shi area (Suining district, Sichuan Sheng province), Shiquan Xian areas (Ankang district, Shaanxi Sheng province), Xi'an Shi areas (Xi'an district, Shaanxi Sheng province), Nanchong Shi area (Nanchong district, Sichuan Sheng province), Hanzhong Shi areas (Hanzhong district, Shaanxi Sheng province)",252000.0,Km2,35.86166,104.195397,2002,6.0,8.0,2002,6.0,18.0,793.0
Natural,Hydrological,Flood,Riverine flood,CUB,Cuba,Latin America and the Caribbean,Americas,"Ciego De Avila, Cienfuegos, Sancti Spiritus, Villa Clara provinces",15870.0,Km2,21.521757,-77.781167,2002,6.0,12.0,2002,6.0,22.0,
Natural,Hydrological,Flood,Riverine flood,GHA,Ghana,Sub-Saharan Africa,Africa,"Accra Metropolis district (Greater Accra province), Kma district (Ashanti province)",860.0,Km2,7.946527,-1.023194,2002,6.0,10.0,2002,6.0,12.0,4.0
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Barpeta, Bongaigaon, Cachar, Darrang, Dhemaji, Dhuburi, Dibrugarh, Goalpara, Golaghat, Jorhat, Kamrup, Karimganj, Kokrajhar, Lakhimpur, Marigaon, Nagaon, Nalbari, Sibsagar, Sonitpur, Tinsukia districts (Assam province), Araria, Begusarai, Bhagalpur, Darbhanga, Gopalganj, Katihar, Khagaria, Kishanganj, Madhepura, Madhubani, Muzaffarpur, Nalanda, Pashchim Champaran, Patna, Pruba Champaran, Purnia, Saharsa, Samastipur, Saran, Sheikhpura, Sheohar, Sitamarhi, Siwan, Supaul districts (Bihar province), Lahul and Spiti district (Himachal Pradesh province), Balaghat district (Madhya Pradesh province), Tehri Garhwal district (Uttarakhand province), Adilabad, Khammam, Karimnagar districts (Andhra Pradesh province), Jalpaiguri, Kochbihar, Darjiling districts (West Bengal province), Meghalaya, Tripura, Arunachal Pradesh, Gujarat, Kerala, Manipur, Maharashrta provinces",276600.0,Km2,20.593684,78.96288,2002,6.0,21.0,2002,8.0,28.0,549.0
Natural,Hydrological,Flood,Riverine flood,TJK,Tajikistan,Central Asia,Asia,"Dushanbe city (Leninskiy district, Tadzhikistan Territories province)",1160.0,Km2,38.861034,71.276093,2002,6.0,16.0,2002,6.0,18.0,8.0
Natural,Hydrological,Flood,Flash flood,RUS,Russian Federation,Eastern Europe,Europe,"Stavropolskiy Kray, Krasnodarskiy Kray , Karatchayevo-cherkesiya Rep., Ingushetiya Rep., Adygeya Rep., Chechnya Rep., Kabardino-balkariya Rep., Severnaya Osetiya-alaniya Rep., Dagestan Rep. provinces",224600.0,Km2,61.52401,105.318756,2002,6.0,19.0,2002,7.0,1.0,117.0
Natural,Hydrological,Flood,Flood (General),MDA,Republic of Moldova,Eastern Europe,Europe,"Tighina, Lapusna, Gagauzia provinces",47.0,Km2,47.411631,28.369885,2002,6.0,,2002,6.0,,1.0
Natural,Hydrological,Flood,Flash flood,BGD,Bangladesh,Southern Asia,Asia,"Mymensingh, Netrakona, Sherpur districts (Dhaka province), Sunamganj district (Sylhet province), Rangpur, Nilphamari, Kurigram, Gaibandha districts (Rangpur province), Noakhali, Lakshmipur, Cox's Bazar districts (Chittagong province), Jessore, Satkhira districts (Khulna province), Barguna, Bhola, Barisal, Patuakhali districts (Barisal province), Rajshahi province",1000.0,Km2,23.684994,90.356331,2002,7.0,,2002,8.0,,10.0
Natural,Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,Porto Alegre district (Rio Grande do Sul province),18940.0,Km2,-14.235004,-51.92528,2002,6.0,12.0,2002,6.0,19.0,
Natural,Hydrological,Flood,Riverine flood,CAN,Canada,Northern America,Americas,"Fort Frances, Rainy River, Alberton, Atikokan, Chapple, Dawson, Emo, La Vallee cities (Kenora district, Ontario province), Ignace, Lake of the Woods, Nestor Falls, Sioux Narrows, Machin cities (Rainy river district, Ontario province)",5530.0,Km2,56.130366,-106.346771,2002,6.0,9.0,2002,6.0,12.0,
Natural,Hydrological,Flood,Riverine flood,YEM,Yemen,Western Asia,Asia,As Salafiyah district (Raymah province),3900.0,Km2,15.552727,48.516388,2002,7.0,6.0,2002,7.0,8.0,10.0
Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"Comal, Guadalupe, Bandera, Uvalde, McMullen, Taylor districts (Texas province)",108300.0,Km2,37.09024,-95.712891,2002,6.0,30.0,2002,7.0,23.0,10.0
Natural,Hydrological,Flood,Riverine flood,VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,"Amazonas, Apure, Barinas, Bolivar, Delta Amacuro, Merida, Monagas, Portuguesa, Trujillo provinces",224900.0,Km2,6.42375,-66.58973,2002,7.0,20.0,2002,7.0,31.0,4.0
Natural,Hydrological,Flood,Riverine flood,ROU,Romania,Eastern Europe,Europe,"Constanta, Suceava, Prahova, Iasi, Vaslui provinces",5420.0,Km2,45.943161,24.96676,2002,7.0,19.0,2002,7.0,23.0,4.0
Natural,Hydrological,Flood,Riverine flood,TUR,Türkiye,Western Asia,Asia,"Cayeli city (Cayeli district, Rize province), Selamet area (Guneysu district, Rize province), Rize city (Merkez district, Rize province), Karalar area (Merkez district, Yozgat province), Kars, Mus, Corum provinces",15130.0,Km2,38.963745,35.243322,2002,7.0,23.0,2002,7.0,27.0,34.0
Natural,Hydrological,Flood,Riverine flood,YEM,Yemen,Western Asia,Asia,Raymah province,5180.0,Km2,15.552727,48.516388,2002,7.0,24.0,2002,7.0,26.0,13.0
Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Altay, Khotan, Aksu, Ili Kazakh districts (Xinjiang Uygur Zizhiqu province)",127600.0,Km2,35.86166,104.195397,2002,7.0,21.0,2002,7.0,29.0,11.0
Natural,Hydrological,Flood,Flash flood,ROU,Romania,Eastern Europe,Europe,"Arges, Bacau, Botosani, Braila, Brasov, Bucuresti, Buzau, Calarasi, Constanta, Covasna, Dimbovita, Galati, Giurgiu, Harghita, Ialomita, Iasi, Mures, Prahova, Sibiu, Teleorman, Tulcea, Vaslui, Vrancea provinces",40.0,Km2,45.943161,24.96676,2002,8.0,,2002,8.0,,4.0
Natural,Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,Asia,"Lai Chau, Lao Cai, Ha Giang, Tuyen Quang, Bac Kan, Son La, Lam Dong provinces",27820.0,Km2,14.058324,108.277199,2002,7.0,31.0,2002,8.0,6.0,10.0
Natural,Hydrological,Flood,Riverine flood,ROU,Romania,Eastern Europe,Europe,"Cioara, Baia de Aries (Alba province), Bistrita (Bistrita-nasaud province)",16410.0,Km2,45.943161,24.96676,2002,8.0,6.0,2002,8.0,7.0,1.0
Natural,Hydrological,Flood,Flash flood,TJK,Tajikistan,Central Asia,Asia,"Dasht, Langar areas (Roshtkala district, Badakhshoni Kuni province)",400.0,Km2,38.861034,71.276093,2002,8.0,7.0,2002,8.0,8.0,24.0
Natural,Hydrological,Flood,Riverine flood,PRK,Democratic People's Republic of Korea,Eastern Asia,Asia,"P'yongan-namdo, Hwanghae-namdo provinces",37.0,Km2,40.339852,127.510093,2002,8.0,5.0,2002,8.0,11.0,
Natural,Hydrological,Flood,Riverine flood,CZE,Czechia,Eastern Europe,Europe,"Prague city (praha district, praha province), Plzen city (Plzen-mesto district, Zapadocesky province), Karlsbad city (Karlovy Vary district, Zapadocesky province); Mlada Boleslav, Melnik, Kladno, Rakovnik, Beroun, Praha-vychod, Pribram, Benesov, Kutna Hora, Kolin, Nymburk districts (Stredocesky province), Praha-zapad district (Praha province), Tabor, Jindrichuv Hradec, Ceske Budejovice, Cesky Krumlov, Prachatice, Starkonice, Pisek districts (Jihocesky province), Usti nad Labem district (Severocesky province), Usti nad Orlici district (Vychodocesky province)",8000.0,Km2,49.817492,15.472962,2002,8.0,7.0,2002,8.0,28.0,18.0
Natural,Hydrological,Flood,Riverine flood,RUS,Russian Federation,Eastern Europe,Europe,Novorossiisk (Krasnodarskiy Kray province),10880.0,Km2,61.52401,105.318756,2002,8.0,8.0,2002,8.0,18.0,82.0
Natural,Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,"Chenzhou Shi area (Chenzhou district, Hunan Sheng province), Guangdong Sheng, Fujian Sheng provinces",3520.0,Km2,35.86166,104.195397,2002,8.0,5.0,2002,8.0,5.0,165.0
Natural,Hydrological,Flood,Riverine flood,GBR,United Kingdom of Great Britain and Northern Ireland,Northern Europe,Europe,"Scarborough, Filey towns (North Yorkshire district, England province)",60.0,Km2,55.378051,-3.435973,2002,8.0,10.0,2002,8.0,12.0,
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Tehri Garhwal district (Uttaranchal province), Bihar, Assam, Manipur provinces",6770.0,Km2,20.593684,78.96288,2002,8.0,11.0,2002,8.0,13.0,33.0
Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Xinping Xian area (Yuxi district, Yunnan Sheng province)",17270.0,Km2,35.86166,104.195397,2002,8.0,14.0,2002,8.0,20.0,178.0
Natural,Hydrological,Flood,Coastal flood,PHL,Philippines,South-eastern Asia,Asia,"Negros Occidental district (Region VI province), Metropolitan Manila district (NCR province), Rizal district (Region IV-A province),",11680.0,Km2,12.879721,121.774017,2002,8.0,13.0,2002,8.0,17.0,26.0
Natural,Hydrological,Flood,Riverine flood,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Golestan, Khorasan, Semnan provinces",9720.0,Km2,32.427908,53.688046,2002,8.0,10.0,2002,8.0,14.0,39.0
Natural,Hydrological,Flood,Flash flood,MEX,Mexico,Latin America and the Caribbean,Americas,"Guadiana, Alberto Carrera Tores, La Ventilla areas (Villa de Reyes district, San Luis Potosi province), Las Rusias area (Zaragoya district, San Luis Potosi province), Carranca area (Sans Luis Potosi district, Sans Luis Potosi province), Capulin dam (Villa Garcia district, Zacatecas province), Hidalgo borough (Tehuantepec city, Juchitan district, Oaxaxa province), Canadas de Obregon district (Jalisco province), Durango province",1000.0,Km2,23.634501,-102.552784,2002,8.0,15.0,2002,8.0,17.0,27.0
Natural,Hydrological,Flood,Riverine flood,ZAF,South Africa,Sub-Saharan Africa,Africa,"East London town (Buffalo City district, Eastern Cape province)",3000.0,Km2,-30.559482,22.937506,2002,8.0,16.0,2002,8.0,18.0,16.0
Natural,Hydrological,Flood,Coastal flood,PHL,Philippines,South-eastern Asia,Asia,"San Pablo City area (Laguna district, Region IV-A province), Metropolitan Manila district (NCR province), Bulacan, Pampanga districts (Region III province), Pangasinan district (Region I province), Maguindanao district (ARMM province), Negros Occidental district (Region VI province), Negros Oriental district (Region VII province), Cavite district (Region IV-A province)",12840.0,Km2,12.879721,121.774017,2002,7.0,20.0,2002,7.0,28.0,18.0
Natural,Hydrological,Flood,Riverine flood,RUS,Russian Federation,Eastern Europe,Europe,Vladivostok area (Primorskiy Kray province),200.0,Km2,61.52401,105.318756,2002,7.0,20.0,2002,7.0,26.0,
Natural,Hydrological,Flood,Riverine flood,DZA,Algeria,Northern Africa,Africa,"Ain Zerga district (Tebessa province), Ouled Aouf, Taxlent districts (Batna province), Telaghma district (Mila province), Dahouara district (Guelma province), Oum El Bouaghi, Khenchela, Souk-Ahras, Medea, Sidi Bel Abbes, Annaba provinces",25340.0,Km2,28.033886,1.659626,2002,8.0,17.0,2002,8.0,28.0,29.0
Natural,Hydrological,Flood,Riverine flood,PAK,Pakistan,Southern Asia,Asia,"Mardan, Malakand Protected Area, Swabi, Swat districts (North-West Frontier province)",4900.0,Km2,30.375321,69.345116,2002,8.0,22.0,2002,8.0,28.0,22.0
Natural,Hydrological,Flood,Riverine flood,CHL,Chile,Latin America and the Caribbean,Americas,"Bio Bio, Maule provinces",62180.0,Km2,-35.675147,-71.542969,2002,8.0,24.0,2002,8.0,29.0,2.0
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Bharuch district (Gujarat province), Jalgaon, Nasik districts (Maharashtra province)",79000.0,Km2,20.593684,78.96288,2002,9.0,3.0,2002,9.0,6.0,22.0
Natural,Hydrological,Flood,Riverine flood,FRA,France,Western Europe,Europe,"Gard, Hérault districts (Languedo-Rousillon province), Vaucluse dsitrict (Provence-Alpes-Cote-d'Azure province), Rhone, Drome, Ardeche districts (Languedoc-Rousillon province)",10480.0,Km2,46.227638,2.213749,2002,9.0,8.0,2002,9.0,12.0,23.0
Natural,Hydrological,Flood,Riverine flood,YEM,Yemen,Western Asia,Asia,"Taizz, Al Hudaydah, Hadramaut provinces",19470.0,Km2,15.552727,48.516388,2002,8.0,22.0,2002,9.0,6.0,28.0
Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,Georgia province,5460.0,Km2,37.09024,-95.712891,2002,9.0,21.0,2002,9.0,24.0,
Natural,Hydrological,Flood,Riverine flood,ALB,Albania,Southern Europe,Europe,"Lezhe, Kurbin, Mirdite provinces (Lezhe prefecture), Shkoder, Malesi E Madhe, Puke provinces (Shkoder prefecture) (Northern) ; Berat, Kucove, Skrapar provinces (Berat prefecture), Tepelena, Permet, Gjirokastra provinces (Gjirokastra prefecture), Saranda province and Korca province (Southern)",11920.0,Km2,41.153332,20.168331,2002,9.0,21.0,2002,10.0,10.0,1.0
Natural,Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,Asia,"Ha Tinh, Nghe An provinces",19980.0,Km2,14.058324,108.277199,2002,9.0,20.0,2002,9.0,30.0,55.0
Natural,Hydrological,Flood,Riverine flood,MEX,Mexico,Latin America and the Caribbean,Americas,"Nuevo Leon, Tamaulipas provinces",35140.0,Km2,23.634501,-102.552784,2002,9.0,17.0,2002,9.0,21.0,10.0
Natural,Hydrological,Flood,Riverine flood,DZA,Algeria,Northern Africa,Africa,"Hamma, Boutaleb districts (Setif province), Batna, Biskra provinces",23940.0,Km2,28.033886,1.659626,2002,10.0,9.0,2002,10.0,12.0,13.0
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Kannur, Kasaragod, Kozhikode, Malappuram, Thiruvananthapuram districts (Kerala province)",9750.0,Km2,20.593684,78.96288,2002,10.0,10.0,2002,10.0,16.0,11.0
Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Yongzhou, Shaoyang, Loudi, Yueyang, Yiyang, Changsha, Xiangtan, Hengyang districts (Hunan Sheng province)",3600.0,Km2,35.86166,104.195397,2002,8.0,11.0,2002,8.0,11.0,16.0
Natural,Hydrological,Flood,Riverine flood,KEN,Kenya,Sub-Saharan Africa,Africa,"Madogo area (Tana River district, Coast province), Kinango area (Kwale district, Coast province)",77900.0,Km2,-0.023559,37.906193,2002,10.0,29.0,2002,11.0,4.0,14.0
Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Shaoguan Shi area (Shaoguan district, Guangdong Sheng province)",7900.0,Km2,35.86166,104.195397,2002,10.0,28.0,2002,11.0,2.0,
Natural,Hydrological,Flood,Riverine flood,PER,Peru,Latin America and the Caribbean,Americas,Satipo district (Junin province),16.0,Km2,-9.189967,-75.015152,2002,11.0,10.0,2002,11.0,10.0,4.0
Natural,Hydrological,Flood,Flash flood,KEN,Kenya,Sub-Saharan Africa,Africa,Kiambu district (Central province),920.0,Km2,-0.023559,37.906193,2002,11.0,17.0,2002,11.0,20.0,12.0
Natural,Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,"Aceh Barat, Aceh Barat Daya, Aceh Selatan, Naganraya, Aceh Singkil districts (Nangroe Aceh Darussalam province), Dairi, Nias, Nias Selatan, Tapanuli Tengah districts (Sumatera Utara province)",17000.0,Km2,-0.789275,113.921327,2002,11.0,19.0,2002,12.0,3.0,13.0
Natural,Hydrological,Flood,Riverine flood,MAR,Morocco,Northern Africa,Africa,"Settat, Ben Slimane, Khouribga districts (Chaouia - Ouardigha province), Fès district (Fès - Boulemane province)",40850.0,Km2,31.791702,-7.09262,2002,11.0,24.0,2002,11.0,29.0,80.0
Natural,Hydrological,Flood,Riverine flood,ITA,Italy,Southern Europe,Europe,"Trentino-alto Adige province, Genova district (Liguria province), Milano, Mantova, Como, Varese districts (Lombardia province), Torino, Biella, Verbania districts (Piemonte province), Venezia district (Veneto province), Trieste, Pordedone districts (Friuli-venezia Giulia province), Bologna district (Emilia-romagna province).",29900.0,Km2,41.87194,12.56738,2002,11.0,22.0,2002,12.0,3.0,2.0
Natural,Hydrological,Flood,Riverine flood,LKA,Sri Lanka,Southern Asia,Asia,"Polonnaruwa, Anuradhapra districts (North Central province), Kilinochchi district (Northern province), Puttalam district (North Western province), Eastern province",14150.0,Km2,7.873054,80.771797,2002,12.0,16.0,2002,12.0,20.0,2.0
Natural,Hydrological,Flood,Riverine flood,KEN,Kenya,Sub-Saharan Africa,Africa,"Marigat area (Baringo district, Rift Valley province)",750.0,Km2,-0.023559,37.906193,2002,12.0,21.0,2002,12.0,23.0,6.0
Natural,Hydrological,Flood,Flood (General),MWI,Malawi,Sub-Saharan Africa,Africa,"Balaka, Machinga, Phalombe districts (Southern Region province), Salima, Ntcheu, Dowa, Dedza districts (Central Region province), Rumphi district (Northern Region province)",253.0,Km2,-13.254308,34.301525,2002,12.0,28.0,2002,12.0,28.0,8.0
Natural,Hydrological,Flood,Riverine flood,VUT,Vanuatu,Melanesia,Oceania,Tafea province,146.0,Km2,-15.376706,166.959158,2002,12.0,21.0,2002,12.0,25.0,
Natural,Hydrological,Flood,Riverine flood,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Cochabamba, Santa Cruz provinces",19480.0,Km2,-16.290154,-63.588653,2003,1.0,3.0,2003,1.0,8.0,1.0
Natural,Hydrological,Flood,Riverine flood,TUN,Tunisia,Northern Africa,Africa,"Jendouba, Beja, Manouba, Kasserine, Kairouan, Sidi Bouz, Le Kef, Monastir, Bizerte provinces",27680.0,Km2,33.886917,9.537499,2003,1.0,14.0,2003,1.0,16.0,8.0
Natural,Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,"Rio de Janeiro, Sao Paulo, Minas Gerais, Santa Catarina, Espirito Santo provinces",6740.0,Km2,-14.235004,-51.92528,2003,1.0,14.0,2003,1.0,24.0,54.0
Natural,Hydrological,Flood,Riverine flood,MKD,North Macedonia,Southern Europe,Europe,"Suto Orizarei, Centar districts (Skopje province) ; Soredorek, Bavci, Kumanavo cities (Kumanavo district, Kumanavo province), Veles city (Veles district, Veles province)",880.0,Km2,41.608635,21.745275,2003,1.0,8.0,2003,1.0,10.0,2.0
Natural,Hydrological,Flood,Riverine flood,MDG,Madagascar,Sub-Saharan Africa,Africa,"Antananarivo I, Antananarivo II, Antananarivo III, Antananarivo IV, Antananarivo V, Antananarivo VI, Antananarivo Atsimondrano, Antananarivo Avaradrano districts (Analamanga province), Atsimo Atsinanana, Betsiboka, Boeny, Melaky, Sofia, Atsinanana provinces",148300.0,Km2,-18.766947,46.869107,2003,1.0,18.0,2003,1.0,31.0,16.0
Natural,Hydrological,Flood,Riverine flood,ITA,Italy,Southern Europe,Europe,"Pescara, Chieti districts (Abruzzi province), Foggia district (Puglia province), Potenza district (Basilicata province), Agnone, Bagnoli del Trigno towns (Isernia district, Molisse province), Termoli, Lupara, Petacciato, Fossalto, Mafalda, San Giacomo degli Schiavoni,Santa Croce di Magliano, Tavenna, Toro et Trivento (Campobasso district, Molisse province)",28760.0,Km2,41.87194,12.56738,2003,1.0,25.0,2003,1.0,27.0,1.0
Natural,Hydrological,Flood,Flash flood,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"La Paz city (Murillo district, La Paz province)",210.0,Km2,-16.290154,-63.588653,2003,1.0,21.0,2003,1.0,22.0,4.0
Natural,Hydrological,Flood,Riverine flood,PER,Peru,Latin America and the Caribbean,Americas,"Melgar, Azangaro, Huancane, San Antonio de Putina, Carabaya districts (Puno province), Cusco, Madre de Dios, Apuri­mac, Arequipa, Ayacucho, Ucayali, Huancavelica, Ica provinces",78940.0,Km2,-9.189967,-75.015152,2003,1.0,23.0,2003,2.0,10.0,18.0
Natural,Hydrological,Flood,Riverine flood,AGO,Angola,Sub-Saharan Africa,Africa,"Luanda, Luanda Norte, Malanje provinces",115300.0,Km2,-11.202692,17.873887,2003,2.0,6.0,2003,2.0,20.0,9.0
Natural,Hydrological,Flood,Riverine flood,AUS,Australia,Australia and New Zealand,Oceania,"Stanwell, Gracemere, Mount Morgan villages (Rockhampton district, Queensland province), Wowan, Baralaba, Moura villages (Banana district, Queensland province), Agnes Water, Makowata villages (Gladstone district, Queensland province), Blackall Tambo district (Queensland province)",36500.0,Km2,-25.274398,133.775136,2003,2.0,5.0,2003,2.0,12.0,1.0
Natural,Hydrological,Flood,Riverine flood,CAN,Canada,Northern America,Americas,"Badger town (Division No. 6 district, Newfoundland and Labrador province)",1000.0,Km2,56.130366,-106.346771,2003,2.0,15.0,2003,2.0,21.0,
Natural,Hydrological,Flood,Riverine flood,MOZ,Mozambique,Sub-Saharan Africa,Africa,"Metuge area (Pemba district, Cabo Delgado province), Nampula, Manica, Inhambane provinces",88560.0,Km2,-18.665695,35.529562,2003,2.0,4.0,2003,2.0,17.0,32.0
Natural,Hydrological,Flood,Flash flood,AUS,Australia,Australia and New Zealand,Oceania,"Clarence Valley, Coffs Harbour, Kempsey, Gwydir, Tamworth Regional, Narrabri, Uralla, Moree Plains districts (New South Wales province)",57420.0,Km2,-25.274398,133.775136,2003,2.0,21.0,2003,2.0,24.0,
Natural,Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,"Kota Jakarta Barat, Kota Jakarta Selatan districts (Dki Jakarta province), Kota Tangerang district (Banten province)",540.0,Km2,-0.789275,113.921327,2003,2.0,13.0,2003,2.0,14.0,3.0
Natural,Hydrological,Flood,Riverine flood,AFG,Afghanistan,Southern Asia,Asia,"Balkh, Kunduz provinces",1250.0,Km2,33.93911,67.709953,2003,3.0,17.0,2003,3.0,28.0,11.0
Natural,Hydrological,Flood,Riverine flood,ZAF,South Africa,Sub-Saharan Africa,Africa,"Montagu town (Langeberg area, Cape Winelands district, Western Cape province)",660.0,Km2,-30.559482,22.937506,2003,3.0,23.0,2003,3.0,26.0,1.0
Natural,Hydrological,Flood,Riverine flood,ZMB,Zambia,Sub-Saharan Africa,Africa,Gwembe district (Southern province),9280.0,Km2,-13.133897,27.849332,2003,3.0,11.0,2003,3.0,15.0,
Natural,Hydrological,Flood,Flash flood,AFG,Afghanistan,Southern Asia,Asia,"Sokhtray village (Baghran district, Helmand province), Kajaki district (Helmand province)",14990.0,Km2,33.93911,67.709953,2003,4.0,18.0,2003,4.0,21.0,30.0
Natural,Hydrological,Flood,Riverine flood,ARG,Argentina,Latin America and the Caribbean,Americas,"Santa Fe City (La Capital district, Santa Fe province), Garay, General Obligado, Las Colonias, San Cristobal, San Javier, San Justo, San Martin, Vera districts (Santa Fe province)",202800.0,Km2,-38.416097,-63.616672,2003,4.0,28.0,2003,5.0,10.0,23.0
Natural,Hydrological,Flood,Riverine flood,ETH,Ethiopia,Sub-Saharan Africa,Africa,Somali province,52990.0,Km2,9.145,40.489673,2003,4.0,28.0,2003,5.0,20.0,119.0
Natural,Hydrological,Flood,Riverine flood,KEN,Kenya,Sub-Saharan Africa,Africa,"Nyando, Kisumu, Rachuonyo, Migori districts (Nyanza province), Busia district (Western province)",100.0,Km2,-0.023559,37.906193,2003,4.0,,2003,5.0,,40.0
Natural,Hydrological,Flood,Riverine flood,AZE,Azerbaijan,Western Asia,Asia,"Siazan district (Guba-Khachmaz province), Ismailli, Gobustan, Shamakhi districts (Daghlig Shirvan province), Neftchala, Salyan, Sabirabad, Imishli, Zardab, Kyurdamir, Ali Bayramli districts (Aran province)",30870.0,Km2,40.143105,47.576927,2003,4.0,16.0,2003,6.0,4.0,
Natural,Hydrological,Flood,Flash flood,NAM,Namibia,Sub-Saharan Africa,Africa,"Kabe, Katima Muliro Rural, Katima Muliro Urban districts (Caprivi province)",400.0,Km2,-22.95764,18.49041,2003,5.0,12.0,2003,5.0,12.0,2.0
