Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,ISO,Country,Subregion,Region,Location,Magnitude,Magnitude Scale,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths
Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,Guangzhou,3000.0,Km2,35.86166,104.195397,1915,,,1915,,,
Natural,Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,,150000.0,Km2,35.86166,104.195397,1935,,,1935,,,142000.0
Natural,Hydrological,Flood,Flood (General),IND,India,Southern Asia,Asia,"Brahmaputra, Dhemaji, North Lakhimpur, Jorhat, Tezpur sub-divisions",2600.0,Km2,20.593684,78.96288,1971,6.0,,1971,6.0,,
Natural,Hydrological,Flood,Flood (General),DZA,Algeria,Northern Africa,Africa,"Northeast, Tlemcen",770.0,Km2,28.033886,1.659626,1973,3.0,,1973,3.0,,21.0
Natural,Hydrological,Flood,Flood (General),ECU,Ecuador,Latin America and the Caribbean,Americas,,15000.0,Km2,-1.831239,-78.183406,1973,2.0,,1973,2.0,,
Natural,Hydrological,Flood,Flood (General),ETH,Ethiopia,Sub-Saharan Africa,Africa,Awash River Valley,18.0,Km2,9.145,40.489673,1977,11.0,,1977,11.0,,7.0
Natural,Hydrological,Flood,Flood (General),VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,Americas,,140.0,Km2,12.984305,-61.287228,1977,10.0,18.0,1977,10.0,18.0,
Natural,Hydrological,Flood,Flood (General),MOZ,Mozambique,Sub-Saharan Africa,Africa,Zambesi valley,615.0,Km2,-18.665695,35.529562,1978,3.0,,1978,3.0,,40.0
Natural,Hydrological,Flood,Flood (General),PAK,Pakistan,Southern Asia,Asia,,12789.0,Km2,30.375321,69.345116,1979,,,1979,,,13.0
Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Hubei province, West Shangai",12140.0,Km2,35.86166,104.195397,1980,9.0,2.0,1980,9.0,2.0,
Natural,Hydrological,Flood,Flood (General),PAK,Pakistan,Southern Asia,Asia,,1927.0,Km2,30.375321,69.345116,1980,,,1980,,,75.0
Natural,Hydrological,Flood,Flash flood,SOM,Somalia,Sub-Saharan Africa,Africa,"Hiran, Juba provinces",1205.0,Km2,5.152149,46.199616,1981,4.0,,1981,4.0,,5.0
Natural,Hydrological,Flood,Flood (General),GIN,Guinea,Sub-Saharan Africa,Africa,"Niany, Tieney, Sirakoro, Balandougoubal, Dougou, Sidikila, Kama, Goinso",25.0,Km2,9.945587,-9.696645,1981,9.0,,1981,9.0,,
Natural,Hydrological,Flood,Flood (General),SUN,Soviet Union,Eastern Europe,Europe,East,150.0,Km2,61.52401,105.318756,1982,8.0,,1982,8.0,,
Natural,Hydrological,Flood,Flood (General),LKA,Sri Lanka,Southern Asia,Asia,Kalutara district + Southwestern districts,20234.0,Km2,7.873054,80.771797,1984,5.0,24.0,1984,5.0,24.0,45.0
Natural,Hydrological,Flood,Flood (General),KOR,Republic of Korea,Eastern Asia,Asia,"Kyunggido, Kangwondo, Chungchongdo, Kyongsangdo, Chollado",819.0,Km2,35.907757,127.766922,1984,8.0,31.0,1984,8.0,31.0,166.0
Natural,Hydrological,Flood,Flood (General),COL,Colombia,Latin America and the Caribbean,Americas,"Cauca, Valle, Caldas, Risaralda, Antioquia, Cordoba, Sucre, Bolivar, Cundinamarca, Magdalena, Cesar, Santander, Choco, Quindio departments",1680.0,Km2,4.570868,-74.297333,1984,11.0,,1984,11.0,,50.0
Natural,Hydrological,Flood,Flood (General),THA,Thailand,South-eastern Asia,Asia,Bangkok area,225.0,Km2,15.870032,100.992541,1984,1.0,19.0,1984,1.0,19.0,
Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"Monroe, Macomb, Wayne counties (Michigan), Toledo (Ohio)",16880.0,Km2,37.09024,-95.712891,1985,3.0,30.0,1985,3.0,30.0,
Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"San Patricio, Nueces counties (Texas)",17190.0,Km2,37.09024,-95.712891,1985,4.0,11.0,1985,4.0,11.0,1.0
Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,Marquette county (Michigan),5120.0,Km2,37.09024,-95.712891,1985,4.0,24.0,1985,4.0,24.0,
Natural,Hydrological,Flood,Flash flood,IDN,Indonesia,South-eastern Asia,Asia,Northern Sulawesi,16540.0,Km2,-0.789275,113.921327,1985,2.0,4.0,1985,2.0,4.0,21.0
Natural,Hydrological,Flood,Riverine flood,BGD,Bangladesh,Southern Asia,Asia,"Maulvibazar, Sylhet district",8910.0,Km2,23.684994,90.356331,1985,6.0,,1985,6.0,,7.0
Natural,Hydrological,Flood,Riverine flood,DOM,Dominican Republic,Latin America and the Caribbean,Americas,,7760.0,Km2,18.735693,-70.162651,1985,9.0,14.0,1985,9.0,14.0,12.0
Natural,Hydrological,Flood,Riverine flood,NGA,Nigeria,Sub-Saharan Africa,Africa,Central,74620.0,Km2,9.081999,8.675277,1985,9.0,23.0,1985,9.0,23.0,
Natural,Hydrological,Flood,Flood (General),THA,Thailand,South-eastern Asia,Asia,"Suan Phung, Damnoen Saduak districts (Ratchaburi province)",13910.0,Km2,15.870032,100.992541,1985,10.0,12.0,1985,10.0,12.0,18.0
Natural,Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,"Ceara, Maranhao, Piaui, Rio Grande do Norte, Paraiba, Pernambuco",678500.0,Km2,-14.235004,-51.92528,1985,4.0,,1985,4.0,,100.0
Natural,Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,"Central and East Java, Eastern Isl.",77090.0,Km2,-0.789275,113.921327,1985,2.0,19.0,1985,2.0,19.0,10.0
Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Guangxi, Hunan provinces",458670.0,Km2,35.86166,104.195397,1985,6.0,,1985,6.0,,64.0
Natural,Hydrological,Flood,Flood (General),IND,India,Southern Asia,Asia,Punjab (Western),117440.0,Km2,20.593684,78.96288,1985,6.0,,1985,6.0,,133.0
Natural,Hydrological,Flood,Flood (General),IND,India,Southern Asia,Asia,"Uttar Pradesh, West Bengal, Punjab (North, North-West, East India)",404.0,Km2,20.593684,78.96288,1985,6.0,,1985,6.0,,741.0
Natural,Hydrological,Flood,Riverine flood,ETH,Ethiopia,Sub-Saharan Africa,Africa,Rift Valley region,92580.0,Km2,9.145,40.489673,1985,8.0,17.0,1985,8.0,17.0,9.0
Natural,Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,"Ghizhou, Sichuan, Hunan provinces",290680.0,Km2,35.86166,104.195397,1985,8.0,,1985,8.0,,422.0
Natural,Hydrological,Flood,Flood (General),SUN,Soviet Union,Eastern Europe,Europe,Khabarovsk (Russian Federation),48.0,Km2,61.52401,105.318756,1985,8.0,,1985,8.0,,
Natural,Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,Near Dandung (Liaoning province),10000.0,Km2,35.86166,104.195397,1985,8.0,,1985,8.0,,300.0
Natural,Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,Asia,"Ha Nam Ninh, Thanh Hoa, Hai Hung, Ha Bac",24680.0,Km2,14.058324,108.277199,1985,9.0,7.0,1985,9.0,7.0,93.0
Natural,Hydrological,Flood,Flood (General),ARG,Argentina,Latin America and the Caribbean,Americas,Buenos Aires,64000.0,Km2,-38.416097,-63.616672,1985,10.0,,1985,10.0,,12.0
Natural,Hydrological,Flood,Flood (General),VEN,Venezuela (Bolivarian Republic of),Latin America and the Caribbean,Americas,Caracas and nearby coastal areas,16690.0,Km2,6.42375,-66.58973,1985,12.0,,1985,12.0,,38.0
Natural,Hydrological,Flood,Flood (General),DZA,Algeria,Northern Africa,Africa,North-East,92650.0,Km2,28.033886,1.659626,1985,1.0,9.0,1985,1.0,9.0,26.0
Natural,Hydrological,Flood,Flood (General),TCD,Chad,Sub-Saharan Africa,Africa,"Am Timan, Salama Department",15240.0,Km2,15.454166,18.732207,1985,6.0,,1985,6.0,,
Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"Ohio, Missouri, Oklahoma, Indiana, Illinois, , New York, Michigan",210530.0,Km2,37.09024,-95.712891,1985,2.0,,1985,2.0,,7.0
Natural,Hydrological,Flood,Riverine flood,ARG,Argentina,Latin America and the Caribbean,Americas,"Berisso, Moron, Avellaneda, San Martin, La Plata, General Sarmiento, San Isidro, Pilar, 3 de Febrero, General Rodriguez, San Fernando, Escobar, Esteban Etcheverria, Merlo, Quilmes, Berazategui, San Vicente, Lomas de Zamora, Florencio Valencia, Ensenada, Lanus, Almirante Brown",78650.0,Km2,-38.416097,-63.616672,1985,5.0,30.0,1985,5.0,30.0,25.0
Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"Rome, Peoria, Liverpool, Chillicothe, Meredosia (Illinois)",26270.0,Km2,37.09024,-95.712891,1985,3.0,3.0,1985,3.0,3.0,4.0
Natural,Hydrological,Flood,Riverine flood,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,Bermeja (Tarija department),69710.0,Km2,-16.290154,-63.588653,1985,2.0,25.0,1985,2.0,25.0,
Natural,Hydrological,Flood,Riverine flood,AUT,Austria,Western Europe,Europe,"Tyrol, Salzburg provinces",15150.0,Km2,47.516231,14.550072,1985,8.0,7.0,1985,8.0,7.0,12.0
Natural,Hydrological,Flood,Flood (General),BGD,Bangladesh,Southern Asia,Asia,"Rangpur, Kurigram a Nil district",404.0,Km2,23.684994,90.356331,1985,7.0,5.0,1985,7.0,5.0,27.0
Natural,Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,Guchgeng Isl.,300330.0,Km2,35.86166,104.195397,1985,4.0,21.0,1985,4.0,21.0,
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Uttar Pradesh, Bihar",90000.0,Km2,20.593684,78.96288,1985,9.0,,1985,9.0,,557.0
Natural,Hydrological,Flood,Riverine flood,PHL,Philippines,South-eastern Asia,Asia,"Tanjay, Pamplona",12850.0,Km2,12.879721,121.774017,1985,1.0,26.0,1985,1.0,26.0,54.0
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Kerala, Assam, Bombay, Karnataka, Goa states",254240.0,Km2,20.593684,78.96288,1985,6.0,23.0,1985,6.0,23.0,95.0
Natural,Hydrological,Flood,Riverine flood,NZL,New Zealand,Australia and New Zealand,Oceania,"Thames Borough, Thames Valley regions",7870.0,Km2,-40.900557,174.885971,1985,2.0,17.0,1985,2.0,17.0,4.0
Natural,Hydrological,Flood,Riverine flood,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Santa Cruz, La Pazn Cochabamba",80.0,Km2,-16.290154,-63.588653,1986,1.0,6.0,1986,1.0,6.0,29.0
Natural,Hydrological,Flood,Riverine flood,PER,Peru,Latin America and the Caribbean,Americas,"Puno, Huanuco, Uacyali",850.0,Km2,-9.189967,-75.015152,1986,2.0,,1986,2.0,,62.0
Natural,Hydrological,Flood,Flood (General),ARG,Argentina,Latin America and the Caribbean,Americas,"Chaco, Entre Rios, Formosa, Santa Fe provinces",269500.0,Km2,-38.416097,-63.616672,1986,4.0,11.0,1986,5.0,6.0,3.0
Natural,Hydrological,Flood,Flood (General),JAM,Jamaica,Latin America and the Caribbean,Americas,"Entire Island, especillay the Praishes of Westmoreland, Clarendon and Ste. Catherine",160.0,Km2,18.109581,-77.297508,1986,5.0,15.0,1986,5.0,15.0,54.0
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,Andhra Pradesh,2400.0,Km2,20.593684,78.96288,1986,8.0,,1986,8.0,,187.0
Natural,Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,"Liaoning, Jilin, Heilongjiang, Yunnan provinces",10000.0,Km2,35.86166,104.195397,1986,8.0,,1986,8.0,,80.0
Natural,Hydrological,Flood,Riverine flood,BGD,Bangladesh,Southern Asia,Asia,Rajshahi district,196.0,Km2,23.684994,90.356331,1986,8.0,2.0,1986,8.0,2.0,4.0
Natural,Hydrological,Flood,Riverine flood,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Fars, Busher, Shiraz, Khuzestan, Buir Ahmad provinces",155900.0,Km2,32.427908,53.688046,1986,11.0,30.0,1986,12.0,11.0,200.0
Natural,Hydrological,Flood,Flood (General),IDN,Indonesia,South-eastern Asia,Asia,Timor province (Java),10.0,Km2,-0.789275,113.921327,1986,1.0,16.0,1986,1.0,16.0,77.0
Natural,Hydrological,Flood,Riverine flood,BOL,Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Villa Fatima, Nueva Esperanza, Tocopilla (Cochabamba department)",500.0,Km2,-16.290154,-63.588653,1987,2.0,,1987,2.0,,25.0
Natural,Hydrological,Flood,Flood (General),SUN,Soviet Union,Eastern Europe,Europe,Tbilisi (Georgia),800.0,Km2,61.52401,105.318756,1987,2.0,14.0,1987,3.0,24.0,110.0
Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,Guangdong province,3000.0,Km2,35.86166,104.195397,1987,5.0,21.0,1987,5.0,21.0,92.0
Natural,Hydrological,Flood,Riverine flood,BGD,Bangladesh,Southern Asia,Asia,"Rangpur, Netrokona, Gaibandha, Noagaon, Kurigram, Jamlpur, Cox's Bazar, Chittagong, Noahkali districts",18972.0,Km2,23.684994,90.356331,1987,7.0,22.0,1987,7.0,22.0,2055.0
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Assam, Bihar, West Bengal",40000.0,Km2,20.593684,78.96288,1987,8.0,,1987,8.0,,1200.0
Natural,Hydrological,Flood,Flood (General),THA,Thailand,South-eastern Asia,Asia,South,1370.0,Km2,15.870032,100.992541,1987,11.0,30.0,1987,11.0,30.0,24.0
Natural,Hydrological,Flood,Flood (General),IND,India,Southern Asia,Asia,Uttar Pradesh,3000.0,Km2,20.593684,78.96288,1987,9.0,18.0,1987,9.0,18.0,59.0
Natural,Hydrological,Flood,Flood (General),PRK,Democratic People's Republic of Korea,Eastern Asia,Asia,,850.0,Km2,40.339852,127.510093,1987,,,1987,,,84.0
Natural,Hydrological,Flood,Riverine flood,CRI,Costa Rica,Latin America and the Caribbean,Americas,"Atlantic Zone, Limon province",600.0,Km2,9.748917,-83.753428,1988,1.0,,1988,1.0,,7.0
Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Fujian, Jiangxi, Hunan, Guangdong provinces",3500.0,Km2,35.86166,104.195397,1988,5.0,20.0,1988,5.0,20.0,158.0
Natural,Hydrological,Flood,Flood (General),BGD,Bangladesh,Southern Asia,Asia,,60000.0,Km2,23.684994,90.356331,1988,6.0,,1988,9.0,,2379.0
Natural,Hydrological,Flood,Riverine flood,BGD,Bangladesh,Southern Asia,Asia,"Sunamganj, Netrokona, Satkhira, Bogra, Moulavibazar, Habaganj, Rangpur",1200.0,Km2,23.684994,90.356331,1988,7.0,,1988,7.0,,61.0
Natural,Hydrological,Flood,Riverine flood,PAK,Pakistan,Southern Asia,Asia,"Punjab, Sind, mountain provinces",13000.0,Km2,30.375321,69.345116,1988,8.0,,1988,8.0,,196.0
Natural,Hydrological,Flood,Flash flood,CHN,China,Eastern Asia,Asia,Shanxi province,300.0,Km2,35.86166,104.195397,1988,8.0,6.0,1988,8.0,6.0,204.0
Natural,Hydrological,Flood,Riverine flood,TCD,Chad,Sub-Saharan Africa,Africa,"N'djamena, Moyen Chari, Logone Occidental, Salamat",124.0,Km2,15.454166,18.732207,1988,8.0,24.0,1988,8.0,24.0,43.0
Natural,Hydrological,Flood,Riverine flood,SLV,El Salvador,Latin America and the Caribbean,Americas,"La Paz, Usulutan, San Miguel, La Union",95.0,Km2,13.794185,-88.89653,1988,8.0,24.0,1988,8.0,24.0,33.0
Natural,Hydrological,Flood,Riverine flood,BEN,Benin,Sub-Saharan Africa,Africa,"Borgou, Zou, Atlantique provinces",300.0,Km2,9.30769,2.315834,1988,9.0,,1988,9.0,,
Natural,Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,Guangxi & Guizhou,10000.0,Km2,35.86166,104.195397,1988,9.0,,1988,9.0,,58.0
Natural,Hydrological,Flood,Flash flood,FRA,France,Western Europe,Europe,Nimes (Gard),710.0,Km2,46.227638,2.213749,1988,10.0,3.0,1988,10.0,3.0,10.0
Natural,Hydrological,Flood,Flood (General),MWI,Malawi,Sub-Saharan Africa,Africa,"Chikwawa, Nsanje, Machinga, Mangochi, Salima, Balaka, Zomba, Mulanje, Nwanza, Chiradzulu districts",9169.0,Km2,-13.254308,34.301525,1989,3.0,14.0,1989,3.0,14.0,13.0
Natural,Hydrological,Flood,Riverine flood,LKA,Sri Lanka,Southern Asia,Asia,"Colombo, Gampaha, Kegalle, Ratnapura, Kalutara, Galle, Matara, Nuwera Eliya, Aranayake districts",2735.0,Km2,7.873054,80.771797,1989,5.0,30.0,1989,5.0,30.0,325.0
Natural,Hydrological,Flood,Flood (General),BDI,Burundi,Sub-Saharan Africa,Africa,Bujumbura,20.0,Km2,-3.373056,29.918886,1989,2.0,2.0,1989,2.0,2.0,12.0
Natural,Hydrological,Flood,Riverine flood,YMD,People's Democratic Republic of Yemen,Western Asia,Asia,Saiyoon district (Central and Eastern regions),200.0,Km2,15.552727,48.516388,1989,3.0,19.0,1989,3.0,19.0,25.0
Natural,Hydrological,Flood,Flood (General),SOM,Somalia,Sub-Saharan Africa,Africa,Koryaleh province,500.0,Km2,5.152149,46.199616,1989,6.0,5.0,1989,6.0,5.0,
Natural,Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,"Bahia, Minas Gerais, Goias, Tocantins provinces",7072.0,Km2,-14.235004,-51.92528,1989,12.0,28.0,1989,12.0,28.0,35.0
Natural,Hydrological,Flood,Riverine flood,PAK,Pakistan,Southern Asia,Asia,"Punjab/Sialkot, Sargodha, Rajanpur, Jhang districts",2692.0,Km2,30.375321,69.345116,1989,8.0,4.0,1989,8.0,4.0,20.0
Natural,Hydrological,Flood,Riverine flood,SUN,Soviet Union,Eastern Europe,Europe,Far East (Russian Federation),1200.0,Km2,61.52401,105.318756,1989,8.0,2.0,1989,8.0,7.0,17.0
Natural,Hydrological,Flood,Riverine flood,TUN,Tunisia,Northern Africa,Africa,"Kairouan, Sfax, Kasserine, Gafsa, Sidi Bou Zid, Tozeur, Nefta, Gabes",127700.0,Km2,33.886917,9.537499,1990,1.0,20.0,1990,2.0,1.0,37.0
Natural,Hydrological,Flood,Riverine flood,IDN,Indonesia,South-eastern Asia,Asia,"Semarang, Temanggung, Batang, Kendal, Pati, Sragen, Grobongan, Cilacap, Demak, Rembang, Banyumas municipalities (Central Java)",23640.0,Km2,-0.789275,113.921327,1990,1.0,26.0,1990,2.0,1.0,169.0
Natural,Hydrological,Flood,Riverine flood,TUR,Türkiye,Western Asia,Asia,"Giresun, Gumushane, Trazbon provinces",20700.0,Km2,38.963745,35.243322,1990,6.0,18.0,1990,6.0,21.0,51.0
Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,Hunan province,206500.0,Km2,35.86166,104.195397,1990,6.0,5.0,1990,7.0,2.0,363.0
Natural,Hydrological,Flood,Flash flood,PHL,Philippines,South-eastern Asia,Asia,"Manukan, Bacungan, Zamboanga city (Zamboanga Del Norte province)",3620.0,Km2,12.879721,121.774017,1990,6.0,17.0,1990,6.0,19.0,98.0
Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Shaanxi, Sichuan provinces",438800.0,Km2,35.86166,104.195397,1990,7.0,4.0,1990,7.0,19.0,72.0
Natural,Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,Asia,"Son La, Hoang Lien Son, Ha Tuyen, Binh Dinh, Dac Lac, Lai Chau, Muong Lay provinces",13950.0,Km2,14.058324,108.277199,1990,6.0,20.0,1990,7.0,8.0,82.0
Natural,Hydrological,Flood,Riverine flood,KOR,Republic of Korea,Eastern Asia,Asia,"Seoul, Kyonggi, Kangwon, Inchon Provinces",10440.0,Km2,35.907757,127.766922,1990,9.0,11.0,1990,9.0,14.0,127.0
Natural,Hydrological,Flood,Riverine flood,HND,Honduras,Latin America and the Caribbean,Americas,"Choloma, Villanueva, Pimienta, Potrerillos (Cortes Department), El Progreso, Santa Rita (Yoro Department), Brus Laguna, Puerto Lempira (Gracias a Dios department)",41830.0,Km2,15.199999,-86.241905,1990,11.0,9.0,1990,11.0,21.0,5.0
Natural,Hydrological,Flood,Riverine flood,SUN,Soviet Union,Eastern Europe,Europe,Bachkiria region (Ural) (Russian Federation),71510.0,Km2,61.52401,105.318756,1990,5.0,5.0,1990,5.0,11.0,14.0
Natural,Hydrological,Flood,Riverine flood,SUN,Soviet Union,Eastern Europe,Europe,Chita Region (bordering Mongolia) (Oriental Siberia) (Russian Federation),431600.0,Km2,61.52401,105.318756,1990,7.0,8.0,1990,7.0,10.0,5.0
Natural,Hydrological,Flood,Riverine flood,BGD,Bangladesh,Southern Asia,Asia,"Rajshabi division, Sirajganj, Jamalpur, Bogra, Pabna",23610.0,Km2,23.684994,90.356331,1990,7.0,14.0,1990,9.0,6.0,65.0
Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,Shandong province,16600.0,Km2,35.86166,104.195397,1990,7.0,,1990,7.0,,60.0
Natural,Hydrological,Flood,Riverine flood,USA,United States of America,Northern America,Americas,"Washington, Oregon, Idaho, Montana, Wyoming, Colorado",86750.0,Km2,37.09024,-95.712891,1990,1.0,9.0,1990,1.0,11.0,3.0
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,Bombay (Assam state),17800.0,Km2,20.593684,78.96288,1990,6.0,13.0,1990,6.0,18.0,21.0
Natural,Hydrological,Flood,Coastal flood,AUS,Australia,Australia and New Zealand,Oceania,"Queensland Coast, Rockhampton",96490.0,Km2,-25.274398,133.775136,1990,12.0,25.0,1991,1.0,16.0,6.0
Natural,Hydrological,Flood,Riverine flood,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Sistan-Baluchistan, Kerman, Khorasan provinces",448300.0,Km2,32.427908,53.688046,1991,1.0,27.0,1991,2.0,5.0,6.0
Natural,Hydrological,Flood,Flash flood,MWI,Malawi,Sub-Saharan Africa,Africa,"Chiringa, Phalombe, Mulanje",3060.0,Km2,-13.254308,34.301525,1991,3.0,10.0,1991,3.0,15.0,472.0
Natural,Hydrological,Flood,Riverine flood,BRA,Brazil,Latin America and the Caribbean,Americas,"Sao Paulo, Rio de Janeiro",89510.0,Km2,-14.235004,-51.92528,1991,3.0,19.0,1991,3.0,31.0,20.0
Natural,Hydrological,Flood,Flash flood,JAM,Jamaica,Latin America and the Caribbean,Americas,"Kingston, St. Catherine",7560.0,Km2,18.109581,-77.297508,1991,5.0,21.0,1991,5.0,23.0,15.0
Natural,Hydrological,Flood,Flood (General),SUN,Soviet Union,Eastern Europe,Europe,Volgograd Region (Russian Federation),50000.0,Km2,61.52401,105.318756,1991,4.0,27.0,1991,4.0,27.0,
Natural,Hydrological,Flood,Riverine flood,MMR,Myanmar,South-eastern Asia,Asia,"Sagaing, Ayeyarwady divisions",1011.0,Km2,21.913965,95.956223,1991,7.0,13.0,1991,7.0,13.0,23.0
Natural,Hydrological,Flood,Riverine flood,BEN,Benin,Sub-Saharan Africa,Africa,"Zangnanado, Quinhi, Zogohodome sous-prefectures (Zou prefecture) + Oueme prefecture",100.0,Km2,9.30769,2.315834,1991,6.0,,1991,6.0,,3.0
Natural,Hydrological,Flood,Riverine flood,ROU,Romania,Eastern Europe,Europe,"Bacau, Suceava, Neamt, Onesti",40940.0,Km2,45.943161,24.96676,1991,7.0,29.0,1991,7.0,30.0,108.0
Natural,Hydrological,Flood,Riverine flood,KOR,Republic of Korea,Eastern Asia,Asia,Seoul and surroundings,21910.0,Km2,35.907757,127.766922,1991,7.0,22.0,1991,7.0,26.0,54.0
Natural,Hydrological,Flood,Riverine flood,KHM,Cambodia,South-eastern Asia,Asia,"Kampong Cham, Prey Veng, Kampot, Kampong Spen, Takeo, Kandal Provinces",55860.0,Km2,12.565679,104.990963,1991,8.0,22.0,1991,8.0,30.0,100.0
Natural,Hydrological,Flood,Flood (General),CHN,China,Eastern Asia,Asia,Guangdong province,920.0,Km2,35.86166,104.195397,1991,9.0,7.0,1991,9.0,10.0,26.0
Natural,Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,Asia,"An Giang, Long An, Dong Thap, Kien Giang provinces",1000.0,Km2,14.058324,108.277199,1991,8.0,,1991,8.0,,21.0
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,"Bombay, Kerala, Gujarat",491400.0,Km2,20.593684,78.96288,1991,6.0,10.0,1991,6.0,12.0,72.0
Natural,Hydrological,Flood,Riverine flood,VNM,Viet Nam,South-eastern Asia,Asia,"Son La, Lai Chau provinces",30960.0,Km2,14.058324,108.277199,1991,7.0,28.0,1991,7.0,31.0,38.0
Natural,Hydrological,Flood,Riverine flood,SUN,Soviet Union,Eastern Europe,Europe,Ulan-Ude region (Buryatia) (Russian Federation),61650.0,Km2,61.52401,105.318756,1991,7.0,11.0,1991,7.0,25.0,2.0
Natural,Hydrological,Flood,Flood (General),THA,Thailand,South-eastern Asia,Asia,Southern coast,70.0,Km2,15.870032,100.992541,1991,10.0,26.0,1991,10.0,26.0,1.0
Natural,Hydrological,Flood,Flash flood,TUR,Türkiye,Western Asia,Asia,"Diyarbakir, Malatya, Adiyaman, Elazig, Bingol, Mus provinces",40170.0,Km2,38.963745,35.243322,1991,5.0,16.0,1991,5.0,17.0,42.0
Natural,Hydrological,Flood,Riverine flood,IRN,Iran (Islamic Republic of),Southern Asia,Asia,"Khuzestan, Hormuzgan, Fars, kohgiluyeh-Boyerahmad, Kerman, Sistan provinces",624200.0,Km2,32.427908,53.688046,1991,3.0,7.0,1991,4.0,1.0,
Natural,Hydrological,Flood,Riverine flood,IND,India,Southern Asia,Asia,West Bengal state,91960.0,Km2,20.593684,78.96288,1991,9.0,14.0,1991,9.0,15.0,84.0
Natural,Hydrological,Flood,Riverine flood,CHN,China,Eastern Asia,Asia,"Heilongjiang, Sichuan, Jilin provinces",554200.0,Km2,35.86166,104.195397,1991,8.0,9.0,1991,8.0,12.0,106.0
Natural,Hydrological,Flood,Riverine flood,PRI,Puerto Rico,Latin America and the Caribbean,Americas,"Patillas, Toa Baja, Cayey (south central)",7910.0,Km2,18.220833,-66.590149,1992,1.0,5.0,1992,1.0,8.0,18.0
Natural,Hydrological,Flood,Riverine flood,DZA,Algeria,Northern Africa,Africa,"Alger, Tipaza, Blida, and Ain-Defla, Chlef Departments (Central and Western Algeria)",12840.0,Km2,28.033886,1.659626,1992,1.0,21.0,1992,1.0,29.0,21.0
Natural,Hydrological,Flood,Riverine flood,CUB,Cuba,Latin America and the Caribbean,Americas,"City of Havana, Havana, Matanzas, Villaclara, Cienfuegos, Sancti Spiritus, Ciego De Avila, Las Tunas, Holguin, Granma",90430.0,Km2,21.521757,-77.781167,1992,2.0,6.0,1992,2.0,10.0,
Natural,Hydrological,Flood,Riverine flood,ECU,Ecuador,Latin America and the Caribbean,Americas,"Guayas, Manabi, El Oro, Los Rios, Esmeraldas, Tungurahua, Cotopaxi, Loja, Zamora, Chinchipe, Galapagos, Chinchippe.",550.0,Km2,-1.831239,-78.183406,1992,3.0,24.0,1992,5.0,8.0,22.0
